depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_4,camptothecin (GDSC2:1003),vinblastine (GDSC2:1004),cisplatin (GDSC2:1005),cytarabine (GDSC2:1006),docetaxel (GDSC2:1007),gefitinib (GDSC2:1010),navitoclax (GDSC2:1011),vorinostat (GDSC2:1012),nilotinib (GDSC2:1013),olaparib (GDSC2:1017),axitinib (GDSC2:1021),AZD7762 (GDSC2:1022),afatinib (GDSC2:1032),PLX-4720 (GDSC2:1036),NU-7441 (GDSC2:1038),doramapimod (GDSC2:1042),Wee1 Inhibitor (GDSC2:1046),nutlin-3 (GDSC2:1047),mirin (GDSC2:1048),PD-173074 (GDSC2:1049),ZM-447439 (GDSC2:1050),alisertib (GDSC2:1051),Ro-3306 (GDSC2:1052),MK-2206 (GDSC2:1053),palbociclib (GDSC2:1054),NVP-BEZ235 (GDSC2:1057),GDC-0941 (GDSC2:1058),AZD8055 (GDSC2:1059),PD-0325901 (GDSC2:1060),obatoclax (GDSC2:1068),5-fluorouracil (GDSC2:1073),dasatinib (GDSC2:1079),paclitaxel (GDSC2:1080),crizotinib (GDSC2:1083),sirolimus (GDSC2:1084),sorafenib (GDSC2:1085),BI-2536 (GDSC2:1086),irinotecan (GDSC2:1088),oxaliplatin (GDSC2:1089),BMS-536924 (GDSC2:1091),PF-4708671 (GDSC2:1129),APR-246 (GDSC2:1131),erlotinib (GDSC2:1168),niraparib (GDSC2:1177),MK-1775 (GDSC2:1179),dinaciclib (GDSC2:1180),gemcitabine (GDSC2:1190),bortezomib (GDSC2:1191),GSK269962 (GDSC2:1192),SB-505124 (GDSC2:1194),tamoxifen (GDSC2:1199),YK-4-279 (GDSC2:1239),FK-866 (GDSC2:1248),BMS-345541 (GDSC2:1249),AZ960 (GDSC2:1250),talazoparib (GDSC2:1259),trametinib (GDSC2:1372),dabrafenib (GDSC2:1373),temozolomide (GDSC2:1375),ruxolitinib (GDSC2:1507),linsitinib (GDSC2:1510),epirubicin (GDSC2:1511),pevonedistat (GDSC2:1529),AZD8931 (GDSC2:1549),uprosertib (GDSC2:1553),LCL-161 (GDSC2:1557),lapatinib (GDSC2:1558),NVP-AUY922 (GDSC2:1559),alpelisib (GDSC2:1560),taselisib (GDSC2:1561),SCH772984 (GDSC2:1564),leflunomide (GDSC2:1578),entinostat (GDSC2:1593),OSI-027 (GDSC2:1594),LGK-974 (GDSC2:1598),VE-822 (GDSC2:1613),WZ4003 (GDSC2:1614),AZD5582 (GDSC2:1617),GSK2606414 (GDSC2:1618),PCI-34051 (GDSC2:1621),wnt-c59 (GDSC2:1622),I-BET-762 (GDSC2:1624),apabetalone (GDSC2:1625),OTX015 (GDSC2:1626),ML323 (GDSC2:1629),GS-9973 (GDSC2:1630),PRT062607 (GDSC2:1631),AGI-6780 (GDSC2:1634),AZD4547 (GDSC2:1786),ibrutinib (GDSC2:1799),Acetalax (GDSC2:1804),oxaliplatin (GDSC2:1806),carmustine (GDSC2:1807),topotecan (GDSC2:1808),teniposide (GDSC2:1809),mitoxantrone (GDSC2:1810),dactinomycin (GDSC2:1811),fludarabine (GDSC2:1813),nelarabine (GDSC2:1814),fulvestrant (GDSC2:1816),vincristine (GDSC2:1818),docetaxel (GDSC2:1819),podophyllotoxin (GDSC2:1825),Dihydrorotenone (GDSC2:1827),Elephantin (GDSC2:1835),Sinularin (GDSC2:1838),Sabutoclax (GDSC2:1849),OF-1 (GDSC2:1853),KRAS (G12C) Inhibitor-12 (GDSC2:1855),BDP-00009066 (GDSC2:1866),buparlisib (GDSC2:1873),BVD-523 (GDSC2:1908),venetoclax (GDSC2:1909),ABT-737 (GDSC2:1910),dactinomycin (GDSC2:1911),GSK2110183 (GDSC2:1912),AZD3759 (GDSC2:1915),AZD5363 (GDSC2:1916),AZD6738 (GDSC2:1917),AZD8186 (GDSC2:1918),osimertinib (GDSC2:1919),cediranib (GDSC2:1922),GDC-0068 (GDSC2:1924),GDC-0810 (GDSC2:1925),GNE-317 (GDSC2:1926),I-BRD9 (GDSC2:1928),Telomerase Inhibitor IX (GDSC2:1930),MIRA-1 (GDSC2:1931),NVP-ADW742 (GDSC2:1932),P22077 (GDSC2:1933),savolitinib (GDSC2:1936),UMI-77 (GDSC2:1939),WIKI4 (GDSC2:1940),YM-155 (GDSC2:1941),WEHI-539 (GDSC2:1997),BPD-00008900 (GDSC2:1998),foretinib (GDSC2:2040),BIBR-1532 (GDSC2:2043),Pyridostatin (GDSC2:2044),AMG-319 (GDSC2:2045),MK-8776 (GDSC2:2046),BVD-523 (GDSC2:2047),vinorelbine (GDSC2:2048),VX-11e (GDSC2:2096),uprosertib (GDSC2:2106),AZ6102 (GDSC2:2109),GSK591 (GDSC2:2110),VE-821 (GDSC2:2111),AZD6482 (GDSC2:2169),AT13148 (GDSC2:2170),BMS-754807 (GDSC2:2171),JQ1-(+) (GDSC2:2172),Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159
ACH-000288,BT549,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal B,,,-4.379296714,,,,,,,,,,,,,,,,,,-0.403114144,,0.463988677,,-2.118270915,,,,-5.810336297,,,,,,,,,,,,6.340640057,,,,,,,,,,,,,,,,,,,,,,,3.033956869,,,-0.065410416,,,,,,,,0.971934349,,,,,,,3.580190544,1.553492314,,1.553527943,1.310600045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000212,CAL120,Breast,Breast Carcinoma,ERneg HER2neg,Basal B,,9.548635597,-5.997307438,,,-7.089716614,,,,0.654811759,2.37856762,,,,,,,,,,,,-1.684295696,,-0.317235701,,,,-6.191797277,,,,,,,,,,,,,,,,,,-4.58093919,,0.249272024,,,,,,,,,,,,,,,,,,-0.697783605,,,,,,,,1.970759099,,,,,,,,2.061835877,,1.158488894,1.469115422,-6.031210917,,,,0.198497237,,,,,,3.06312014,,,,,,,,,,,,,,3.481604764,,1.292954625,,-1.518903374,,,,0.398897589,,0.156953593,,,10.09052317,,3.912979377,,0.971009886,,,3.036708861,,,,,,,-1.957922981,,,,4.139124091,,,-5.693748215,11.74124014,,,-3.145560195,-5.957628491,,,3.698554731,,,,,,,,,,,,2.057109829,,,,3.097503166,,,4.443264968,,,,,,,,,3.31941658,,,,,,,,4.121636954,,,,1.282623312,,0.940940502,,,,,,,,,4.171982476,,,,,4.299873475,,,,,,-0.627249777,,,,,0.246824322,3.826733231,,,,0.870360696,,,,-0.383358768,,,,,,1.944684489,,,,,4.245162887,1.158219845,,-5.813865268,,,3.923750976,4.036444381,,,,,0.614939802,,,,,3.743056224,0.330150143,,,,,,6.063616159,,,,,,,,-0.793426287,-2.197610738,,1.160253608,5.301326545,1.161613971,,,,,,1.865979407,,,,,,3.88080193,,,,,,,,,,,,,,,,,,,,,,
ACH-000902,CAL148,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Luminal HER2 Amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.48574561,0.107544544,-0.680465552,,,,,,,,-6.784376088,,,,,,,,,,,,,,2.226141866,-0.449705168,,,-0.011905634,,11.78447377,,3.663586463,,-0.260056379,,,3.091571722,,,,,0.650321496,,1.009897352,,,,2.877817095,,,-4.985881747,10.12519647,,,-4.141190298,-7.274275602,,3.957560826,3.786977221,,,,,,,,,,,,,,,,,,,4.2580882,,,,,,3.207941674,2.563841404,,,,,,1.358901112,,,,,,-1.423438371,-2.063343677,-1.29836901,,0.479729497,,,,,,3.440598489,3.287953132,,3.76828801,,,,,3.917059845,,,,,,-1.320491546,,,0.937011512,,,3.078755407,,,,-0.164236778,,,,-2.897298154,,-0.666656019,-3.794781996,,3.330435592,1.464258001,,,,,2.040185467,0.114500663,,,,2.236275106,2.178309753,4.144467292,,,,,-0.732032378,,,,2.635873171,1.947380073,0.08252691,,3.406844862,,,,7.683180377,,,,,,,,-3.896491012,-5.669846865,,0.500327981,5.220237728,-1.042132781,,,-7.885139941,2.119795784,,1.983433225,,,,-3.715628564,,2.753600376,,,,,,,,,-3.120207758,,,,,-2.315323423,-3.413924602,,0.925914355,,,,,
ACH-000856,CAL51,Breast,Breast Carcinoma,ERneg HER2neg,Basal B,,,-6.653875299,2.699889332,-1.250683153,-7.634529378,,,,,1.40919228,,,,,,,,,,-0.858241909,,0.348204751,,-5.041107291,,,,-9.075222663,,,,0.878530943,,,,,,,2.928413576,6.125572363,,0.363552866,,,,-4.833673962,,-1.747065865,,,,,-0.132977188,,,,,,,,,0.561327525,2.879760664,,,-1.779625817,,,,,2.224429559,2.266923873,,2.250063559,,,,,,,,1.062727767,,0.40640093,-0.256546792,,-2.287291544,,,-0.943636233,,,-5.115000716,0.388558288,-1.709954501,,,,,,,-1.890405784,-6.352728124,2.212005863,-7.41589768,1.744484259,,,1.676552807,2.856802714,,,-1.363343618,-3.409491101,,,,-1.852765038,0.538503137,-1.38129006,,1.249777113,8.190303285,,-1.502778212,,-3.221971768,,2.282730098,1.949149154,,2.083933926,,1.945898835,,-7.87601551,-3.339988667,-0.661199787,,,,,,-7.020951393,11.55387456,,2.883012375,-3.436583256,-8.500161297,,3.889583611,2.524451166,,,2.146484358,,,,,,1.353559318,,,,,,,1.452434692,,,,,,,,,3.295001383,,,,,,,,,,-1.088929349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.218169335,,,,,,,,,,,,,,,,3.718669309,,,,,3.543371788,3.612390893,,,,,,,,,,3.592908492,,,,,,,6.747137874,,,,,,4.303369441,,,,,0.806516309,,1.319029108,,-4.493081688,,,,1.205383592,,,,,,3.109105793,,,,,,,,,,,,,,,,,,,,,,
ACH-000857,CAL851,Breast,Breast Carcinoma,ERneg HER2neg,Basal A,,,,,,-6.691855949,,,,,,,,,,,,,,,,,,,,,,,-2.950899653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.321151116,,,,,,,,,,,,,,,,,,2.128122601,3.06693106,,,,,,,,-4.379149394,0.0830951,-2.422674877,-2.650974308,,,,,,,-7.669459379,3.846702024,,,,,,2.376741396,,,,,,-2.26958675,,-1.492539583,1.245025614,-1.875669854,-3.432252558,-1.146077096,7.333198926,,0.439019764,,-2.259605748,,3.301566158,2.431450996,,3.168025944,,2.313781287,,-6.143537768,,-1.300151431,,,,,,-6.722974486,,,,-5.903605868,-9.825794824,,3.715429057,1.677434526,,,1.483032803,-6.534873729,,-1.562158157,,3.148321099,1.106323415,3.812173538,2.441393085,1.870318046,,,,0.070305269,,,5.18214018,,-0.466081265,,,,2.475482328,,,3.206623287,,,,,,,-3.205964513,3.367055955,,,,,,,,,2.337741402,,,,,,,,,,,4.132436353,4.21069155,,,,,,,,1.329960912,,1.688136491,,,,3.047914951,,,,,,,,,,,1.784200114,,,,,3.855372111,,,-2.537121752,,,3.429005838,3.269268994,,,3.952929576,,,,,,,3.963342343,,,,,,,7.875365903,,,,,,,,,,,-0.040379674,,1.042771869,,-3.335373276,,,,1.902141713,,,,,,3.373781088,,,,,,,,,,,,,,,,,,,,,,
ACH-000783,CAMA1,Breast,Breast Carcinoma,ERpos HER2neg,Luminal,,8.922813692,-7.41291878,,,-8.578349468,,,,,1.627849873,,,3.320376515,-6.897240208,,,,,,,,,,-2.630704945,,,,,,,,,,,,,,,,,,,,,,-5.787762713,,0.05865698,,,,,,,,,,,,,,,,,,-0.028146083,,,,,,,,,,,,,,,,,,,3.091855761,,,,,,,,-1.657108055,,,-0.195459449,,,,,,,,,-3.646920147,,,,,3.568223148,,,,,,,,,,-0.230032675,-2.534998644,,,,3.072017668,,1.233755872,,4.131535715,0.421358973,,,,,,-6.288370795,-0.462500329,,,,,,,-3.523818243,9.888608132,,,-4.336911948,-5.782727724,,,,,,,,,,,,0.623070355,,3.002009298,,,,,1.9925917,,,5.321335514,,,,,,3.05590825,,,,,,,1.357345476,,,,,,,-0.337713502,-0.188258537,,1.045743604,,,,,,,3.014851609,,,,,,,4.209783614,,,,,,,,,,,,4.229995536,,,,,,,,-3.018990825,,,,,,,,,,,2.859486691,3.021422523,,,,2.847951808,3.129356259,3.23726459,,,,,-0.027573693,,,,2.944455317,2.24330406,-0.380227658,,,,,,7.344698996,,,,,-0.506554006,,,-4.121084393,-5.549083091,,2.074982348,4.468469996,0.011934406,,-0.490409763,-8.222697675,,,1.994167588,,,,,,2.632310304,,,,,,,,,,,,,,,,,,,,,,
ACH-000258,DU4475,Breast,Breast Carcinoma,ERneg HER2neg,Luminal HER2 Amp,,10.47278318,,,0.245619349,,,,,0.587424366,0.073403364,,-4.272567172,-2.422037829,,,,,,,-0.788637722,,-2.338696096,,-2.308763032,,,,,,,-1.435468055,1.013315461,,,-8.134600276,,,,,,,,,,,-4.254156016,,0.108782146,,-7.625745101,-2.256903682,,,,,,,,,3.076607517,,,3.023479591,,,-0.689593422,,,,,,,,,,,,,,,3.877645782,,,-2.293009075,2.931694307,,,,,4.267549052,,,-6.184534201,-2.368259504,-6.807283731,,0.269666218,,,,,4.81716366,,,-6.803077754,,-3.873296788,,1.520756457,2.93162622,-3.533812844,,-3.834279226,-1.0432711,,,,-0.557019268,,0.911620114,-1.036203474,,10.37992935,,2.252174508,,-2.007796291,,3.505048865,2.653824583,0.903399923,4.775718727,,1.88682052,4.542331733,-6.926939973,-2.240076147,0.317290913,,,1.07171902,,,-6.648191676,5.717975587,,,-5.673953923,-8.318348001,,2.559625819,2.774572275,,,2.495968511,-3.781268741,,-1.614070623,3.712317349,2.544061613,,,1.481282775,,2.312260117,,,0.50967817,,,3.583574797,,-0.846112188,3.296035541,,,2.874454188,,,3.2246887,3.231856783,-2.485119165,,0.353308754,,,-2.986478066,,,-1.659120439,-0.858843579,-0.694827817,,1.466700721,,,,,-3.65531016,,2.280761498,3.166890848,4.040134693,,,-4.291322024,,4.074606536,,,,1.093106268,,2.88274356,,1.438744172,,2.057612961,2.629175248,3.911442133,,4.234782771,3.049343262,0.195754106,,,,-2.927779444,,,-4.693463659,3.169305654,3.344408941,,,,,,0.720830619,4.075091804,,-3.758051538,0.394293003,2.662882974,1.396255306,1.356593337,2.656474258,,,1.879693618,-0.124053222,,,,1.528997479,1.895887185,-1.048707826,,0.532769256,,0.339238206,,6.530219727,,,,-2.898988541,-3.398989242,3.508204705,,-3.937535106,-7.283914667,,-0.376213617,2.59247715,-1.653848198,0.201739982,-1.526973791,-7.181075657,,,0.055442437,,,,-2.638249789,,1.918821989,1.887088351,,,,,2.675553708,,,-2.179205109,2.335838402,,,,-2.079882649,-0.674547066,-4.444898578,-0.492100493,,,,,
ACH-000330,EFM19,Breast,Breast Ductal Carcinoma,ERpos HER2neg,Luminal,,8.89001213,-8.328822844,,,-7.624742842,,,,,0.482089698,,,,,,,,,,0.258104294,,-2.285607151,,,,,,-3.968392979,,,,,,,,,,,,,,,,-3.596385126,,-3.092564062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.196661256,,,,,,,,,,,,-1.103390367,2.50028541,,1.907457825,,,,,,,-8.796301757,,,,,,,2.724495002,,,,,,,,,,1.557652393,,-0.920408538,,,1.605185106,,-1.957712069,,3.001081666,2.160964859,,3.974272055,,,,,-2.174776664,,,,,,,,,,,-5.032571977,,,3.498056115,1.866368726,,,2.701908236,,,2.723562166,,,,3.722745216,2.5725483,,3.711771128,,,-0.430838438,,,4.328232923,,-1.568054602,,,,2.73629489,,,2.962061976,,,,1.137429223,,,,,,-0.324413399,-1.138144197,1.673409822,,1.178878687,,,,,,4.109467003,,,4.159226833,,,,,3.863152301,,,,,,,,,,,,,,,2.787176496,1.549553578,,2.027162535,,,,,,,,2.508362659,,,,,2.996454872,-0.892526357,,,,2.630275193,4.200097792,1.942798121,,,,2.835159794,-1.932866168,,,,1.067236696,1.486199283,-3.028598428,,3.545260816,,,,6.782971859,,,,,-2.148748523,,,-4.655005266,-6.024570156,,,5.072446764,-0.461112277,,,,,,0.859909711,,,,,,2.195426528,,,,,3.867188084,,,,,,,,,,,,,,,,,
ACH-000117,EFM192A,Breast,Breast Adenocarcinoma,ERpos HER2pos,HER2 Amp,,,,,,,,,,,-0.098169994,,,,,,,,,,,,,,,,,,,-4.2136466,,,,,,,,,,,,,,,0.367567921,,-3.140651293,-0.259957014,,,,,,,,,,,,,,,,,,,,,1.402044485,,-4.097359549,,,,,,,,,,,,,,2.8579491,,,,,,,,,-4.941068242,0.633666429,-6.819077519,-3.280925594,,,,,,,-7.212271929,,,,,,2.260396563,3.89130866,,0.989187656,,,,,,-2.526595436,0.436667486,1.478395464,,0.462322316,7.756671911,,1.120206416,,0.543718876,,3.004706548,0.718703059,,3.904050468,-0.81884228,-0.805107085,,-8.222672278,-2.642296526,-1.710299473,,,-1.262246593,,,-5.763994652,11.84766508,,,-3.878920997,-8.067449248,,3.981049842,1.379437674,,,0.056340173,,,,,,,,,,,,,3.006392539,,,5.081629444,,,,,,,,,,,,,3.602700035,,,,,,0.39415358,0.41735529,1.774062311,,1.895875055,,,,,,,,,,,,,,,,,,,,,,,,,,3.874464274,,,,,,,,,,,,,,,,,,,,3.914728647,,-3.12807691,,,,3.632418042,,,1.743526285,,-0.73490002,,,,,2.45196348,-0.689328836,,,,,,7.806785508,,,,,,,,,-2.266646106,,,,0.301611261,,,,,,2.38299478,,,,,,3.281641531,,,,,,,,,,,,,,,,,,,,,,
ACH-001065,EVSAT,Breast,Breast Carcinoma,,,,,,,,-7.744104419,,,,,0.607901779,,,,,,,,,,,,0.069096304,,-4.57755482,,,,-4.27274229,,,,2.29560651,,,-8.290228771,,,,,6.483869408,,,2.154196858,-2.631873495,,-5.153953884,-1.363323367,-1.801144198,,,,,,,,,,,,,,,,,,-1.887488296,,1.644049006,,-3.382779574,,,,,3.307249678,,3.275209548,,3.212282687,,3.550607832,1.23700388,,2.312522641,2.450778872,,,,,,,,-0.179826272,,,1.043911608,,,,,,3.922822889,,,,,,,,,,-0.977416848,,,,,,0.872301602,,,-0.656970243,,11.85427528,,3.89555614,3.790973903,-0.902933955,,,,,,,,,,0.219375005,,,,,,,,11.19093059,,,-3.896767526,,,3.938759027,,,,,,,0.258262605,,,0.132738091,,3.084992717,,,,,1.681954594,,,2.808494381,,-0.159034049,,,,2.680216913,2.156461739,,1.714591637,2.727665051,,,1.557546043,,,-5.379808196,3.37863137,,-2.065036114,-2.153984304,-1.455459242,1.671753084,-0.065565184,,,1.947445951,,-5.27119218,,,,2.693817895,,,,0.688101139,4.009359545,4.073024641,,,,,,,,,3.2392029,-1.240638883,2.845685799,3.908333708,,3.281866725,1.512294552,4.310059995,,,3.143353839,,,,,,3.344928847,,,,,2.685446618,0.834864928,,-3.296630135,,2.798571241,3.977281418,2.561115509,,,-0.561126018,,1.443429153,,,,,3.395780071,-0.977278448,,3.429673272,,,,6.477490712,,,,,,,,,,,2.23429723,5.066490893,-0.456278233,-0.019296924,-0.388563441,,,,3.273019542,2.378727833,,,-2.59474265,,4.040704045,,,,,,,,,,,,1.131330951,,-5.668672907,-1.632666636,,0.783889783,2.095746429,-1.896464512,,,
ACH-000374,HCC1143,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,,,,,-6.694824898,,,,,,,,,,,,,,,-2.584254818,,,,,,,,-3.618487791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.945516461,2.796817288,,2.702537729,2.29233754,-1.066170923,,,,,,,,,,0.721864111,,,,,,,,,,,,,,3.205929014,,,,,,,,0.761774693,,,,,,,3.928041901,,-0.036185239,,3.084026464,0.861075089,,4.696463003,,,,,-1.260006263,,,2.664550518,,,,,9.812764718,,,-4.925053159,,,3.991393113,,,,2.180158955,,,-0.266494918,,,,3.7699663,3.23838583,,,,,3.228336295,,,4.998116122,,,,,,1.771996895,2.925654231,,3.208424572,,,,1.493451505,,,-4.856095502,,,-1.462295532,-2.505932625,-0.464305237,,0.468995347,,,2.291918484,,,,,,,,,,,3.944949863,4.235558086,,4.098741306,,,,,,,,,3.788910786,,,3.201516697,0.254206579,,,,,,,-2.697883554,,,2.465022035,,,,,3.27544655,1.917963489,,-5.050056404,,,4.041777024,2.92057846,3.527419011,,-1.019836861,,0.228649651,,,,3.993260354,2.018700224,0.920261571,,,,,,6.549118686,,,,,-1.313910674,,4.178138447,,-3.589343729,,1.769477774,,-0.21458783,,,,,,1.61390667,,,,,,4.0143289,,,,,,,,,,,,,,,,,,,,,,
ACH-000111,HCC1187,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,10.48517421,-7.044138576,3.252858212,,-8.161003792,,,,,-2.169459495,,,,,,,,,,-1.388713727,,-1.00855056,,,,,,-3.391290521,,,,1.761353819,,,-7.543416986,,,,,5.156888942,,0.588502561,,,,,,,2.228304744,,,,,,,,,-5.832966642,,,,,,,,-0.646576014,,,,,,,,,,,,,,,4.154707046,-0.216327189,3.080129924,2.75111778,2.472582661,,,,,-1.868467257,1.962016886,,-0.34835281,,,1.896717377,,,,,,2.515587366,-7.314625031,,,,,,,3.459383831,,,-0.499787944,,,,,-0.37459443,,,,,,,,,0.572258682,,,4.271416988,,,,,,,1.672842742,0.658670691,,,5.394065186,,,,11.72819756,,,,-5.578949656,,3.717776267,,,,1.658896231,-6.626846491,,-1.439468195,,-0.102617211,0.417511183,4.131852432,,-6.015656657,,,,3.119177259,,,5.292716359,,-3.41135032,,,,2.82372398,1.765912352,,,,,,1.943982107,,,,,,2.154695032,0.979518489,3.905994077,,2.76251457,,,,,-3.389589195,,,,,,,,,,,,,,,,,,,0.848615473,1.589674822,3.063850246,,,3.059484801,,,,,-1.855074259,,,,,1.089431602,3.233983476,,,,,2.558804843,0.650187027,,-4.159017798,,0.389680649,1.76129027,1.197434388,1.911328201,,,3.152510775,-1.002938738,,,,1.776347877,1.594656922,-1.98018647,,0.414582073,,-0.492520767,,6.333314009,,,,-5.076905977,-3.471903342,3.471456681,3.043453441,-4.031826439,-5.202755797,,-0.299297961,3.181042292,-1.38305523,-0.257145086,-3.510028163,-8.988742706,,,1.41065664,,,,-2.626188718,,2.340726996,,4.31161225,,,4.217039144,3.391376631,,,-3.838873174,,,,,,,-4.563874834,,,,,,
ACH-000699,HCC1395,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.180920336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.337186742,,1.372859498,,,,,,,,,,,2.617455241,,,3.104735392,,,,,,,,,,,,0.158013825,,,,,,,-7.708569076,,,,,,,,,,,,,,,-0.799463308,,0.170278707,-1.978390293,,11.15980763,,2.688422653,,2.411534284,,,0.620932213,,,,,,-8.675534849,1.759148869,,,,,,,,11.7758271,,2.53855618,-1.882224098,,,,3.205931923,,,2.980353186,,,,,,,,,,,,,,,,3.194107024,,,,,,3.109612393,,,3.074468127,,,,,,,-2.124764745,,,,,,,,,,,,,,2.356937629,,,,,,,4.143750587,,,,,,,,,,,,,,,,1.609283647,,,,,,,,,,,,,,,2.557532163,1.787355668,,,,3.171071205,3.240711588,2.100317501,3.436717288,,2.877331553,,2.957001729,,,,3.356742654,1.695841747,,,,,,,6.296214008,,,,,-2.225143024,,2.813729825,-0.397474818,-1.261033308,,3.739316122,4.147893786,0.803161884,,,,,,-0.835392689,,,,,,1.441901859,,,,,,3.635681903,,,,,,,,,,,,,,,,
ACH-000277,HCC1419,Breast,Breast Ductal Carcinoma,ERpos HER2pos,HER2 Amp,,,,,,,,,,,1.161570937,,,,,,,,,,,,,,,,,,-5.195389508,,,,,,,,,,,,,,,,,,-3.611651635,,,,,,,,,,,,,,,,,,,,,,,,-0.537682099,,,,,,,,,,,4.157105537,,,,,,,,,,,,-0.500757603,,,2.099711082,,,,,,,,,,,,,,2.649743701,,,,,,,,-0.662467677,,,0.179486598,0.608419557,,,,,1.003437777,,4.02327365,1.487219278,,4.984658754,,,,,1.952540457,,,,,,,-4.258208735,,,,-4.731762835,,,,3.349291648,,,,,,-0.023911824,,,0.30154711,,,,,,,1.27503333,,,4.539312894,,,,,,,,,,,,,1.465049408,,,-2.243881964,,,-0.853648394,0.683566336,1.69274269,,2.814636684,,,,1.135872586,,,,,,,,,,,4.187126382,,,,,,,,,,2.173408444,4.262901125,,,,,,,,-3.402467509,,,,,,2.165272856,,,,,3.239140705,,,,,3.931795021,-0.657782474,-1.602140109,,,-2.225460942,,0.553984795,,,,2.734786497,,-1.308756239,,,,,,6.156892144,,,,,,4.025455445,2.743224505,-3.049370963,-5.612177243,,-0.552802345,,-0.811988057,,,,1.280760006,,1.732224245,,,,,,3.148744958,,,,,,,,,,,,,,,,,,,,,,
ACH-000352,HCC1428,Breast,Breast Carcinoma,ERpos HER2neg,Luminal,,10.02647967,,,,,,,,,-0.599888233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.963946838,,,,2.012793352,,,,,,,,,,,4.240223981,,,,,,,,,,,,-0.705425637,,,2.079777946,,,,,,,,,,,,,,3.104531744,,,,,,,,0.130090303,,,-1.734982891,,,,3.922810972,,2.742737973,,,3.917613216,,,,,,-7.054503091,-1.461627406,,,,,,,,,,,-6.194758222,,,,,,,,,,,,,,,3.260085861,,,,,3.156443602,,,4.317706736,,,,,,3.052731425,,,,,,,1.128637697,,,-5.530018152,,,-1.355186146,-1.14800568,-0.455750498,,1.113384778,,,,,,,,,,,,,,4.258604619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.314283277,4.13690263,,,,,4.296987522,2.524345756,,,2.770831554,,2.521999055,,,,3.003845281,2.296229251,1.649409595,,,,,,,,,,,,,3.693391127,-3.396009402,-6.05462163,,,,0.141984376,,,,,,1.18083957,,,,,,2.753082022,,,,,,,,,,,,,,,,,,,,,,
