depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_4,camptothecin (GDSC2:1003),vinblastine (GDSC2:1004),cisplatin (GDSC2:1005),cytarabine (GDSC2:1006),docetaxel (GDSC2:1007),gefitinib (GDSC2:1010),navitoclax (GDSC2:1011),vorinostat (GDSC2:1012),nilotinib (GDSC2:1013),olaparib (GDSC2:1017),axitinib (GDSC2:1021),AZD7762 (GDSC2:1022),afatinib (GDSC2:1032),PLX-4720 (GDSC2:1036),NU-7441 (GDSC2:1038),doramapimod (GDSC2:1042),Wee1 Inhibitor (GDSC2:1046),nutlin-3 (GDSC2:1047),mirin (GDSC2:1048),PD-173074 (GDSC2:1049),ZM-447439 (GDSC2:1050),alisertib (GDSC2:1051),Ro-3306 (GDSC2:1052),MK-2206 (GDSC2:1053),palbociclib (GDSC2:1054),NVP-BEZ235 (GDSC2:1057),GDC-0941 (GDSC2:1058),AZD8055 (GDSC2:1059),PD-0325901 (GDSC2:1060),obatoclax (GDSC2:1068),5-fluorouracil (GDSC2:1073),dasatinib (GDSC2:1079),paclitaxel (GDSC2:1080),crizotinib (GDSC2:1083),sirolimus (GDSC2:1084),sorafenib (GDSC2:1085),BI-2536 (GDSC2:1086),irinotecan (GDSC2:1088),oxaliplatin (GDSC2:1089),BMS-536924 (GDSC2:1091),PF-4708671 (GDSC2:1129),APR-246 (GDSC2:1131),erlotinib (GDSC2:1168),niraparib (GDSC2:1177),MK-1775 (GDSC2:1179),dinaciclib (GDSC2:1180),gemcitabine (GDSC2:1190),bortezomib (GDSC2:1191),GSK269962 (GDSC2:1192),SB-505124 (GDSC2:1194),tamoxifen (GDSC2:1199),YK-4-279 (GDSC2:1239),FK-866 (GDSC2:1248),BMS-345541 (GDSC2:1249),AZ960 (GDSC2:1250),talazoparib (GDSC2:1259),trametinib (GDSC2:1372),dabrafenib (GDSC2:1373),temozolomide (GDSC2:1375),ruxolitinib (GDSC2:1507),linsitinib (GDSC2:1510),epirubicin (GDSC2:1511),pevonedistat (GDSC2:1529),AZD8931 (GDSC2:1549),uprosertib (GDSC2:1553),LCL-161 (GDSC2:1557),lapatinib (GDSC2:1558),NVP-AUY922 (GDSC2:1559),alpelisib (GDSC2:1560),taselisib (GDSC2:1561),SCH772984 (GDSC2:1564),leflunomide (GDSC2:1578),entinostat (GDSC2:1593),OSI-027 (GDSC2:1594),LGK-974 (GDSC2:1598),VE-822 (GDSC2:1613),WZ4003 (GDSC2:1614),AZD5582 (GDSC2:1617),GSK2606414 (GDSC2:1618),PCI-34051 (GDSC2:1621),wnt-c59 (GDSC2:1622),I-BET-762 (GDSC2:1624),apabetalone (GDSC2:1625),OTX015 (GDSC2:1626),ML323 (GDSC2:1629),GS-9973 (GDSC2:1630),PRT062607 (GDSC2:1631),AGI-6780 (GDSC2:1634),AZD4547 (GDSC2:1786),ibrutinib (GDSC2:1799),Acetalax (GDSC2:1804),oxaliplatin (GDSC2:1806),carmustine (GDSC2:1807),topotecan (GDSC2:1808),teniposide (GDSC2:1809),mitoxantrone (GDSC2:1810),dactinomycin (GDSC2:1811),fludarabine (GDSC2:1813),nelarabine (GDSC2:1814),fulvestrant (GDSC2:1816),vincristine (GDSC2:1818),docetaxel (GDSC2:1819),podophyllotoxin (GDSC2:1825),Dihydrorotenone (GDSC2:1827),Elephantin (GDSC2:1835),Sinularin (GDSC2:1838),Sabutoclax (GDSC2:1849),OF-1 (GDSC2:1853),KRAS (G12C) Inhibitor-12 (GDSC2:1855),BDP-00009066 (GDSC2:1866),buparlisib (GDSC2:1873),BVD-523 (GDSC2:1908),venetoclax (GDSC2:1909),ABT-737 (GDSC2:1910),dactinomycin (GDSC2:1911),GSK2110183 (GDSC2:1912),AZD3759 (GDSC2:1915),AZD5363 (GDSC2:1916),AZD6738 (GDSC2:1917),AZD8186 (GDSC2:1918),osimertinib (GDSC2:1919),cediranib (GDSC2:1922),GDC-0068 (GDSC2:1924),GDC-0810 (GDSC2:1925),GNE-317 (GDSC2:1926),I-BRD9 (GDSC2:1928),Telomerase Inhibitor IX (GDSC2:1930),MIRA-1 (GDSC2:1931),NVP-ADW742 (GDSC2:1932),P22077 (GDSC2:1933),savolitinib (GDSC2:1936),UMI-77 (GDSC2:1939),WIKI4 (GDSC2:1940),YM-155 (GDSC2:1941),WEHI-539 (GDSC2:1997),BPD-00008900 (GDSC2:1998),foretinib (GDSC2:2040),BIBR-1532 (GDSC2:2043),Pyridostatin (GDSC2:2044),AMG-319 (GDSC2:2045),MK-8776 (GDSC2:2046),BVD-523 (GDSC2:2047),vinorelbine (GDSC2:2048),VX-11e (GDSC2:2096),uprosertib (GDSC2:2106),AZ6102 (GDSC2:2109),GSK591 (GDSC2:2110),VE-821 (GDSC2:2111),AZD6482 (GDSC2:2169),AT13148 (GDSC2:2170),BMS-754807 (GDSC2:2171),JQ1-(+) (GDSC2:2172),Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159
ACH-000276,HCC38,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,,,,,,0.535021499,,,,,1.757494287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.296017671,-2.165036135,-4.796191995,,,,,,,,,,,,,,,,,,,,3.138620919,,,,,,,,,,,2.696585254,,,,,,,,,,,,,,,,1.21519987,,,,,,,,,,,,,0.541548249,,,,,,,1.61193402,-6.503790023,,,,,,,,,,,,,,,,,3.123742151,,-5.256929609,,,2.933433904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000277,HCC1419,Breast,Breast Ductal Carcinoma,ERpos HER2pos,HER2 Amp,,,,,,,3.005153127,2.650830693,2.734154529,,,,,,,3.228371969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.650482434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.629883976,,,,,,,,,,,,,-0.963019386,,,,,,,,,,,,,,,,-0.733831213,,,,,,,,,,,,,,,,,,,,1.723173956,,,,,,,-0.923427954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000288,BT549,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal B,,,,,,,,,2.208075483,,,,3.017258744,,,,2.376876479,,,,,,,,,,,,,,,,-5.25272195,2.846187051,,,2.04680654,,,3.182607576,,,,,,,,-7.56970766,,,,,,,,,,,,,,-0.797527414,,,,,,,,,,,,,,,,3.163255574,,,,,,,,,,,,,,,,,,,,0.261349925,,,,,,,4.298515025,,1.73746208,,,2.134735878,,,,,-5.118570058,,,,,,,2.830796721,,,,,,,,,,2.908747878,,-2.781316435,,,3.071930649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000330,EFM19,Breast,Breast Ductal Carcinoma,ERpos HER2neg,Luminal,,,,,,,,1.418598424,,,,,,,,3.303814088,3.131913821,,6.61057383,,,,,,,,,,,2.590629787,,,-5.565804561,,,,2.261642138,,,,,3.905496939,,,,,,-7.344701195,,,,1.852692834,-5.714073778,,,,,,,,,,,,,,,,,,,,,,,,,3.002570952,,,,,,,,,,,,,,,,,,,,,,,-3.104460675,-2.29703817,-0.359458987,,,,,,,,,,,,-4.103981459,,,,,,,,,,-0.750156643,,0.180657831,,,,,3.228733953,,-5.966233748,,,2.921528152,,,,,,-5.830145267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000349,HCC1500,Breast,Breast Ductal Carcinoma,ERpos HER2neg,Luminal,,,,,,,-2.691921774,2.523976627,,,,,,,,,,,,,,,,,,,,,,2.176084706,,,,,,2.894885622,2.619552076,,,,,,,,,,,,,,,,,,,,,,,,,-0.327613269,,,,,,,,,,,1.413067983,,,,3.268891466,2.238037929,,,,,,,,,3.200364704,,,,-1.431815982,,,0.436510588,,,,,,,-1.474714688,,,,,,-1.316871391,,,,,,-4.367779367,-3.400837109,-6.27971105,,,,,,,2.421998127,,,,,1.80908492,,2.581893844,,,,,-0.82915485,,,,,,,,,,,,2.833473338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000352,HCC1428,Breast,Breast Carcinoma,ERpos HER2neg,Luminal,,,,,,,,,2.311989895,,,,,,,,,,,,,,3.2000696,,,,,,,1.952119719,,,,3.19441543,,,2.204118573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.218659963,,,,,,1.185250316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.235670331,,,,,,,2.680815043,,,,,,,,3.291687736,,,,,,,2.654415562,,,,,-5.861735978,,,3.04614131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000374,HCC1143,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,,,,,,,,,,,,,,,,,,,,,,,,,-2.528172746,,,,,,,,,,,1.692175406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.031564626,,,,,,,,,0.065978564,,2.003768682,,,,,,,,,,,,,,,,,,0.961032597,,,,,,,,,,,,,,,1.711024611,,,,-6.37818152,,,,1.555872908,,,,,,0.966924186,,,,,,,2.941417679,,-2.618590133,,,2.110452621,,,,,,,,,,,2.778561497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000536,BT20,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,,,,,,3.229333361,,,,,,,,3.246881212,,,,6.626831953,,,,,,,,1.621340382,,,3.203730814,,,-5.050200501,,,,,,,,,,,,,-4.940134173,,-6.437046679,,,,,,,,,,,,,,,,,,,,,2.637898073,-0.747245441,,,,,,,,,,,,,,,,,,,,,0.632605256,,,,,,,0.780632734,,,,,,-3.320304152,,,1.492644333,,,,0.376631828,,,,-5.720396029,,,,,,,,,,,,2.003817117,,,,,,,-5.785866702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000554,UACC893,Breast,Breast Ductal Carcinoma,ERneg HER2pos,HER2 Amp,,,,,,,,2.221613591,3.057993797,,,,-4.016442074,,,,,,,,,,,0.097254099,,,-0.232871831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962466452,-0.026497164,,-0.444464591,,1.182308706,-3.343074798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.222132399,,,,,,,,,,,,1.451105686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000568,UACC812,Breast,Breast Ductal Carcinoma,ERpos HER2pos,Luminal,,,,,,,2.883015968,2.191881288,,,,,,,,,,,,,,,,,,,1.398241422,,,,,,,,,2.090087001,,,,,,,,,,,,,,,,,,,,2.206707193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.721473944,,,,,,,2.849992162,,,,,3.16721824,,,,,3.219386939,,-5.862793853,,,3.037977907,,,,,,,,,3.315740921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000573,MDAMB436,Breast,Breast Carcinoma,ERneg HER2neg,Basal B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.284522205,,,,,,,,,,,,,,,,,,,,1.366550204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000621,MDAMB157,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal B,,-7.612706735,,,,,,3.207493853,,,,,,,,,,,6.628526131,,,,,,,,,,,0.573138708,,,,,,,,,,,,,,,2.156536096,-5.090956031,-1.530506,-7.254931734,,,,,-6.659232274,,,,,,,,,-1.185906358,-0.926029827,,,,,,,,,6.63461234,,,,2.17933326,,,,,,,,,4.307074607,,,,,,,,,0.45102213,-0.389213045,,,,,,,,-1.183623234,-4.187304411,,,-1.662386834,2.016445484,,,2.466324455,,,,-6.657025677,,,,0.049377791,,,,,,,,1.695550442,,,,,,,-4.561351463,,,2.21177336,,,,,-0.110265507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,-8.156093733,,-0.49860133,,,2.808618333,3.068169932,,,,,2.172124375,,,,,,5.373520202,,3.180135203,,,,,,,,,1.66004943,,,-5.83986271,,,,2.218815146,,,,,,,,,-3.647309284,,-6.635063378,,,,,,,,,,,,,,-1.234265973,-2.261293558,,,,,,,,,,,,,,3.303747357,2.912268746,,,,,,,,,,,,,,,,-0.27465785,,,,,,,-5.468692554,,-0.414682823,,,,0.151528335,,,2.747410941,0.578404847,,,,-7.01827602,,,,-0.168925735,,,2.560070849,,,,,-1.418903759,,3.138570705,3.048036868,,,,-4.80326732,,,2.048678619,,2.591447959,,-0.697552272,,-8.120258267,,,2.575586072,,1.37199202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000643,HDQP1,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,,,,,,,3.054274048,2.708659295,,,,2.297266493,,,,,,6.522010016,,,,,,,,-1.589012704,,,,,-3.81939232,,,,,3.300856256,,,2.578818775,,3.890180552,,,1.904334954,,,-7.297089542,,,,,,,,,,,,,,,,3.037997001,,,,,,0.968853843,,,,,,,,0.301340869,,,,,,,,,,,,,-1.725633537,,,,0.978838682,,,,,,,,,,,,2.023270994,,,3.284209269,0.280073467,,,0.067064121,-7.451793627,3.030893528,,,,3.045908582,,2.87316663,,,-1.49326062,,0.055886996,,2.521203541,2.002902889,,,,-4.415259185,-3.304897916,,1.590129718,,,,,,,2.623788243,,2.481432628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000668,HCC70,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,,,,,,,2.427788048,,,,-1.622782072,3.282220327,,,,,,6.422802268,,2.759929052,,,2.139088467,,,3.046241431,,,,,,,,,,2.478617608,,,,,,,,,-6.153881807,,,,,,,-4.804096406,,,,,,,,,-0.15999247,-2.036696952,,,,,,,,,,,,,,,-6.376190392,,,,,,,,,,,,,-1.212964363,,,,,,,,,,,,,,,,,,,2.080459347,1.682067466,,,,-6.345857487,,,1.770473972,2.698538658,,,,2.782163419,,1.228933463,,2.700800808,,,,,,,-1.754678159,,,,,,,,,,,1.091155077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000691,HCC2157,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,-6.044832984,,,-7.342333216,,1.060669253,,,,,1.97005826,3.072684874,,,,,,6.149056461,,,,,1.072129402,,-4.297875294,-1.21500334,,,1.982971305,,,,,,,,,,1.854211022,,4.756694838,,,2.526372998,-6.22293329,,,,,,2.067312548,,,,,,,,,,-0.972527517,,,,,,,,0.570746456,,,,,,,,2.716101068,,,,0.402905507,,-0.887569009,,,,,,,-3.281257057,,,-0.92997293,,,,,,,-6.566391575,-6.698036066,-1.802209733,,4.279810007,,1.637582453,,,2.98232989,0.746252301,,,-0.667838342,-7.409770538,-1.041724809,,-0.466976255,,1.296815256,,3.217602442,1.361255932,,-1.374917684,,0.509268472,,2.078413724,3.25176654,,2.366826895,,,,,3.160513023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000699,HCC1395,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal B,,-7.513763649,,,,,,,3.203062034,,,,3.1006205,,,,1.532938239,,,,3.175479712,,,,,,,,,,,,,3.117221786,,,2.34569705,,,2.693061857,,,,,0.92002542,,,-6.646368471,,,3.115276642,,,,,,,,,,,,,,,,2.997296189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.863014392,1.493090014,,,,-5.445821422,,,,,,,2.133006609,,,,,,,2.920339671,,,,,-3.495499633,,,1.078111589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000711,JIMT1,Breast,Breast Ductal Carcinoma,ERneg HER2pos,Basal A,,-7.922836084,,,-7.38536942,,,2.639038538,,,,0.266084598,3.119041954,,,,,,,,3.172506082,,,,,,2.877082002,,,2.63774134,,-0.975917501,,,,,-4.882832252,,,3.282707441,,,,,2.149317461,,,,,,,1.983028179,,,,,,,,,,,,,,,2.842389651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.800853767,-7.436176599,-1.768344266,,,,,,,,0.591305333,,,,-6.508286265,,,,,,,,,,0.457561252,,,,,,,,,-4.219211537,,,2.439615822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000725,HCC202,Breast,Breast Ductal Carcinoma,ERneg HER2pos,HER2 Amp,,,,,,,3.045893587,1.745099876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000755,HCC2218,Breast,Breast Ductal Carcinoma,ERneg HER2pos,HER2 Amp,,,,,,,,,,,,,-5.984381371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.997584624,,,,,,,,,,,,,,,,,,-0.184222557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000759,MDAMB175VII,Breast,Breast Ductal Carcinoma,ERpos HER2neg,HER2 Amp,,,,,,-0.033975728,3.173425758,2.405192659,,,,1.732655028,-5.087789061,,,,2.70350988,,,,,,,,,-2.870667562,0.521950207,,,,,,,,,2.335913092,,,,,,,0.301033407,,,,,,,,,,,,,,,,,,,-0.222451875,,-2.597803306,,,-1.690849594,,,0.51517554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18158246,,,,-4.685104695,0.610918231,,3.06398982,,,-2.885426802,,,,-1.197432642,,-0.917528161,,,,,1.088233167,,-2.63521441,,,2.839181842,,,,,,,,2.193912514,3.153953247,,,,2.330214456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000768,MDAMB231,Breast,Breast Carcinoma,ERneg HER2neg,Basal B,,,,,,,1.863671648,,3.321023514,,,0.667311796,2.672786322,,,,1.742806104,,6.599318284,,,,,,,,,,,,,,,,,2.990831553,0.458424498,,,,,4.456424458,,,1.976927444,-6.087127722,,-7.823105335,,,,,-6.724631769,,,,,,,,,-1.87789985,0.837859609,,,,2.88637712,,,,,,2.26854634,,,0.842515438,,,,,,,,,,,,,,,,,,0.943977827,0.037261989,0.047711371,,-1.122139514,,,-0.659581019,,,,3.229353317,,2.218408651,,,2.663594452,,,,2.953389814,-7.188165602,,,,,,,,,,,,-0.719247496,,,,,3.176515812,,,,,2.935890987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000783,CAMA1,Breast,Breast Carcinoma,ERpos HER2neg,Luminal,,,,,,,,1.545818643,,,,,,,2.709509169,,,,,,,,,2.390929491,,,1.280425369,,,2.872918687,,,,,,,,,,,,4.531039793,,,,,,,,,,,-4.068356594,,,,,,,,,-0.612974412,,,1.71641118,,,,,,,,,,,,,2.743131769,,,,,,,,,,,,,-0.075354834,,,,,,,,,,,,,,,,-0.502767327,,,,1.733893701,,,,-6.515999701,-0.777627522,,0.484617876,,2.076283969,,3.166298077,0.926228297,,-0.477369596,,0.540448511,,,,,3.068035897,,,,,3.230774818,,,,,,,,1.102661523,,,,,2.884374326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
